person1Id|person2Id
30786325581911|2199023266354
32985348846513|21990232569259
6597069768429|19791209321281
4398046535246|10995116278300
21990232579758|21990232567789
17592186058730|26388279067442
19791209321281|24189255836942
32985348853974|32985348846571
24189255821919|19791209300474
13194139536902|10995116280604
13818|26388279091023
10995116283662|2199023279096
24189255819642|4398046516569
10995116278796|21990232565814
4398046533347|32985348834768
28587302334559|4398046528864
10995116296066|26388279089727
8796093042445|8037
4398046516569|13818
19791209306356|28587302333854
15393162806473|21990232568688
2199023276756|13194139535014
8796093040527|4398046512733
6597069787895|6597069769535
6597069779026|6597069789973
10995116291185|15393162793684
28587302333854|8796093042445
26388279069650|15393162810137
26388279074355|19791209300474
17102|15393162796638
10995116297442|10289
4398046535916|26388279082038
6597069766821|26388279089727
17592186059554|17592186065226
2199023273265|21787
4398046536701|4398046527453
19791209320720|17592186065226
10995116285880|28587302348904
30786325595571|13194139539163
4398046537856|21990232579758
32985348859201|26388279078570
4398046525098|21990232579121
26388279082038|21990232561432
4398046528864|17592186064559
17592186050980|21990232565814
28587302346210|2199023260548
6597069769535|6597069779026
30786325602570|17592186070253
8796093048345|30786325599201
10995116280597|4398046522216
21990232562238|24189255835333
32985348850330|28587302345344
26388279072217|13194139539163
6597069789032|28587302332603
2199023262716|4398046533347
26388279089727|4398046516569
4398046533991|6597069789973
17592186055503|30786325586706
6597069789973|30786325580467
4398046528969|17102
2199023279096|24189255821919
32985348856917|21990232569259
28587302348158|28587302338726
26388279070267|30786325599201
26388279073552|10995116304159
