personId|startDate|durationDays|countryXName|countryYName
6597069770100|1306886400000|36|Estonia|Bolivia
30786325590365|1304208000000|30|Dominican_Republic|Papua_New_Guinea
17592186070593|1304208000000|28|Estonia|Malta
13194139556499|1298937600000|28|Honduras|Estonia
1160|1296518400000|42|Dominican_Republic|New_Zealand
15393162810137|1291161600000|34|Mauritius|Papua_New_Guinea
15393162795080|1291161600000|30|Bolivia|New_Zealand
21990232561432|1304208000000|30|Mauritius|New_Zealand
28587302344309|1298937600000|31|Mauritania|Malta
3779|1304208000000|39|Papua_New_Guinea|Malta
4398046512733|1304208000000|28|New_Zealand|Honduras
30786325587134|1306886400000|28|New_Zealand|Malta
19791209320038|1304208000000|29|Mauritania|Dominican_Republic
26388279075089|1304208000000|35|Estonia|Malta
32985348840537|1298937600000|30|Malta|Dominican_Republic
24189255819887|1306886400000|33|Estonia|New_Zealand
2199023273674|1306886400000|32|Malta|Singapore
17619|1304208000000|29|Papua_New_Guinea|Honduras
13194139553338|1298937600000|32|Mauritania|Honduras
6597069779073|1304208000000|31|Dominican_Republic|Honduras
8796093046634|1296518400000|35|Singapore|Honduras
30786325580467|1298937600000|32|Estonia|New_Zealand
17592186049274|1306886400000|29|Switzerland|Honduras
26388279082593|1306886400000|31|New_Zealand|Estonia
24189255836478|1304208000000|30|Dominican_Republic|Singapore
13194139554398|1298937600000|30|Honduras|Papua_New_Guinea
32985348846571|1306886400000|29|Dominican_Republic|Bolivia
26388279091992|1306886400000|29|Malta|Mauritania
6597069780112|1304208000000|36|Singapore|Mauritania
19791209314797|1304208000000|30|Bolivia|Malta
2199023263769|1304208000000|35|Mauritania|Papua_New_Guinea
4398046522216|1306886400000|30|Mauritania|Papua_New_Guinea
2199023259690|1304208000000|29|Estonia|Mauritania
30786325586706|1304208000000|36|Malta|Dominican_Republic
2199023269371|1306886400000|30|Papua_New_Guinea|Switzerland
6597069770949|1304208000000|28|Switzerland|Singapore
24189255823246|1306886400000|28|Bolivia|Malta
28587302325949|1291161600000|33|Switzerland|Dominican_Republic
13194139539046|1304208000000|39|Mauritania|New_Zealand
26388279082693|1304208000000|32|Malta|Bolivia
21990232569259|1291161600000|28|Estonia|Malta
4398046516443|1306886400000|32|Mauritius|Honduras
12665|1306886400000|28|Papua_New_Guinea|New_Zealand
28587302345344|1304208000000|33|Papua_New_Guinea|Honduras
28587302332037|1306886400000|30|New_Zealand|Malta
21787|1298937600000|28|Singapore|Malta
10995116296622|1304208000000|31|Mauritania|Honduras
16328|1296518400000|30|Estonia|Mauritius
15393162800697|1298937600000|35|New_Zealand|Papua_New_Guinea
2199023260548|1304208000000|29|New_Zealand|Mauritania
32985348857815|1296518400000|29|Singapore|Dominican_Republic
10995116283613|1304208000000|28|Papua_New_Guinea|Singapore
19791209316412|1291161600000|31|Bolivia|Estonia
21990232565814|1304208000000|29|Mauritius|Bolivia
4398046518073|1304208000000|32|Papua_New_Guinea|Mauritania
17592186062067|1298937600000|29|Estonia|Singapore
21990232574469|1304208000000|31|Honduras|Dominican_Republic
4398046514218|1304208000000|31|Malta|Papua_New_Guinea
2199023266357|1306886400000|31|Dominican_Republic|Malta
15393162789699|1298937600000|34|Estonia|Dominican_Republic
21990232577216|1304208000000|31|Honduras|Mauritius
21990232568688|1306886400000|28|New_Zealand|Mauritius
26388279078780|1304208000000|29|Mauritania|Singapore
10995116293146|1304208000000|30|Switzerland|Estonia
26388279070049|1306886400000|28|Malta|New_Zealand
28587302324330|1304208000000|31|Singapore|Switzerland
21990232567789|1304208000000|33|Dominican_Republic|Switzerland
28587302332603|1304208000000|35|Papua_New_Guinea|Estonia
13194139558150|1306886400000|29|New_Zealand|Papua_New_Guinea
21990232569939|1304208000000|30|Papua_New_Guinea|Bolivia
17592186059251|1298937600000|32|Bolivia|Switzerland
20593|1306886400000|28|Mauritius|Malta
13194139535014|1306886400000|30|Bolivia|Mauritius
17592186048450|1306886400000|32|Papua_New_Guinea|Switzerland
6597069779097|1304208000000|30|Estonia|New_Zealand
26388279067442|1296518400000|28|Dominican_Republic|Mauritania
21990232564481|1304208000000|31|Mauritius|Switzerland
8796093040649|1298937600000|30|Malta|Mauritania
10995116280604|1304208000000|28|Estonia|Honduras
30786325581911|1298937600000|28|New_Zealand|Malta
32985348846513|1296518400000|33|Singapore|Estonia
4398046535246|1306886400000|29|Malta|New_Zealand
6597069768429|1306886400000|33|Switzerland|Papua_New_Guinea
21990232579758|1304208000000|33|Switzerland|Estonia
17592186058730|1306886400000|30|Honduras|Dominican_Republic
19791209321281|1304208000000|34|Mauritania|Bolivia
32985348853974|1298937600000|29|Dominican_Republic|Honduras
24189255821919|1304208000000|31|Singapore|Switzerland
13818|1304208000000|31|Bolivia|New_Zealand
13194139536902|1306886400000|32|Malta|Dominican_Republic
24189255819642|1298937600000|39|Switzerland|Mauritius
10995116283662|1304208000000|28|Bolivia|New_Zealand
10995116278796|1304208000000|28|Dominican_Republic|Mauritania
4398046533347|1304208000000|32|Mauritania|New_Zealand
28587302334559|1298937600000|34|Papua_New_Guinea|Honduras
10995116296066|1304208000000|33|Switzerland|Bolivia
8796093042445|1304208000000|28|Honduras|Mauritania
2199023276756|1306886400000|30|Papua_New_Guinea|Malta
19791209306356|1304208000000|30|New_Zealand|Switzerland
4398046516569|1304208000000|36|Honduras|Mauritius
15393162806473|1298937600000|34|Bolivia|Malta
8796093040527|1304208000000|32|Papua_New_Guinea|Malta
6597069787895|1304208000000|28|Mauritius|Honduras
6597069779026|1304208000000|35|Dominican_Republic|Singapore
10995116291185|1304208000000|30|Dominican_Republic|Mauritania
28587302333854|1306886400000|37|Honduras|Mauritius
26388279069650|1298937600000|33|Honduras|Switzerland
26388279074355|1298937600000|29|Dominican_Republic|Bolivia
10995116297442|1306886400000|29|Honduras|Mauritania
4398046535916|1304208000000|28|Singapore|Bolivia
17102|1304208000000|32|Papua_New_Guinea|Honduras
4398046536701|1296518400000|34|Papua_New_Guinea|Mauritania
6597069766821|1296518400000|29|Honduras|Mauritania
2199023273265|1306886400000|33|New_Zealand|Bolivia
17592186059554|1304208000000|30|Mauritania|Estonia
19791209320720|1304208000000|34|New_Zealand|Malta
10995116285880|1304208000000|29|Dominican_Republic|Mauritania
4398046537856|1304208000000|31|New_Zealand|Malta
30786325595571|1304208000000|32|Bolivia|New_Zealand
32985348859201|1296518400000|33|Malta|Mauritius
4398046528864|1296518400000|39|Switzerland|Malta
4398046525098|1306886400000|32|New_Zealand|Dominican_Republic
26388279082038|1306886400000|34|Estonia|Dominican_Republic
17592186050980|1296518400000|30|Honduras|Papua_New_Guinea
28587302346210|1304208000000|32|Switzerland|New_Zealand
6597069769535|1304208000000|31|Malta|Mauritius
8796093048345|1296518400000|28|Singapore|Malta
30786325602570|1291161600000|33|Malta|Switzerland
10995116280597|1296518400000|30|Malta|Dominican_Republic
32985348850330|1306886400000|34|Mauritius|Switzerland
21990232562238|1304208000000|35|Honduras|Dominican_Republic
26388279072217|1304208000000|29|Singapore|Mauritius
6597069789032|1304208000000|30|Bolivia|Papua_New_Guinea
26388279089727|1304208000000|28|Estonia|New_Zealand
2199023262716|1306886400000|32|Dominican_Republic|Honduras
4398046533991|1306886400000|30|Bolivia|Estonia
17592186055503|1304208000000|33|New_Zealand|Estonia
6597069789973|1304208000000|33|New_Zealand|Singapore
4398046528969|1298937600000|30|Mauritania|Bolivia
2199023279096|1304208000000|33|New_Zealand|Mauritius
28587302348158|1304208000000|34|Mauritania|Switzerland
32985348856917|1296518400000|30|Estonia|Mauritania
26388279070267|1306886400000|33|Switzerland|Estonia
26388279073552|1298937600000|33|Papua_New_Guinea|Malta
