person1Id|person2Id
28587302334559|30786325590349
10995116296066|26388279077215
8796093042445|10995116293146
4398046516569|28587302348904
19791209306356|26388279082593
15393162806473|15393162796638
2199023276756|17592186059554
8796093040527|32985348859201
6597069787895|1922
6597069779026|28587302331715
10995116291185|15393162796638
28587302333854|32985348856917
26388279069650|24189255819642
26388279074355|32985348849764
17102|26388279071426
10995116297442|28587302324330
4398046535916|10995116291185
6597069766821|8796093048345
17592186059554|17592186062860
2199023273265|19791209320720
4398046536701|28587302332603
19791209320720|17619
10995116285880|32985348856917
30786325595571|30786325580641
4398046537856|8796093040649
32985348859201|15393162791846
4398046525098|24189255818646
26388279082038|4398046528864
4398046528864|26388279071426
17592186050980|19791209321281
28587302346210|21787
6597069769535|28587302333854
30786325602570|24189255827419
8796093048345|32985348849764
10995116280597|32985348859377
21990232562238|6597069766821
32985348850330|16328
26388279072217|6597069789032
6597069789032|10995116285880
2199023262716|6597069786834
26388279089727|28587302325949
4398046533991|26388279077215
17592186055503|26388279091023
6597069789973|30786325593854
4398046528969|6597069766821
2199023279096|10995116278796
32985348856917|6597069787895
28587302348158|32985348849764
26388279070267|15393162800697
26388279073552|24189255819642
