personId|maxDate
21990232571014|1349049600000
32985348841232|1350864000000
32985348856546|1353456000000
21990232560651|1354060800000
28587302328403|1348531200000
17592186047812|1354060800000
21990232579339|1354060800000
13194139538623|1344124800000
6597069773790|1344556800000
21990232561023|1351382400000
17592186059302|1354060800000
26388279089559|1349827200000
17592186058220|1351728000000
13194139555172|1342137600000
23391|1354060800000
21990232562956|1354060800000
15393162805595|1354060800000
21990232581065|1340064000000
26388279081319|1354060800000
4398046517651|1343347200000
4398046511426|1339459200000
8796093038712|1354060800000
26388279071143|1354060800000
26388279089908|1345420800000
21990232577165|1354060800000
10995116279564|1354060800000
4398046512662|1354060800000
28587302324346|1354060800000
6597069785897|1350864000000
30786325603543|1354060800000
6597069786375|1349568000000
30786325599649|1354060800000
28587302339900|1344556800000
4398046530202|1344988800000
8796093048156|1354060800000
24189255828744|1342396800000
17592186063025|1354060800000
13194139554009|1354060800000
2199023272265|1343433600000
30786325578316|1354060800000
8796093025306|1354060800000
6597069774941|1354060800000
28587302334563|1342569600000
17592186054084|1354060800000
24189255829856|1345161600000
19791209308933|1348790400000
28587302345744|1354060800000
24189255821747|1354060800000
30786325585328|1354060800000
28587302332309|1354060800000
5552|1354060800000
13194139540734|1344643200000
6597069784170|1351296000000
14520|1354060800000
4398046511467|1354060800000
19791209309370|1354060800000
28587302328699|1354060800000
19791209323216|1354060800000
26388279070023|1354060800000
8796093047956|1348531200000
10995116293522|1354060800000
6597069790133|1354060800000
17592186064760|1354060800000
32985348843072|1343174400000
26388279079203|1354060800000
26388279073429|1354060800000
4398046519022|1354060800000
15393162796633|1354060800000
4398046528177|1354060800000
6597069781547|1354060800000
24189255837301|1354060800000
28587302333457|1354060800000
32985348847475|1349049600000
6597069791335|1354060800000
32985348857076|1354060800000
13194139546469|1348358400000
8796093034521|1343088000000
10995116284775|1354060800000
17592186059115|1354060800000
28587302327413|1354060800000
30786325587216|1340582400000
13194139557813|1354060800000
21990232570930|1354060800000
13194139538191|1354060800000
10995116281682|1354060800000
11462|1354060800000
17592186058616|1345075200000
13194139560060|1342310400000
26388279080913|1354060800000
17592186049669|1354060800000
24189255824201|1354060800000
2199023256403|1354060800000
30786325600179|1354060800000
26388279080306|1354060800000
19791209309419|1354060800000
15393162797730|1354060800000
15393162808330|1354060800000
