personId|maxDate
30786325579989|1345593600000
21990232568952|1342224000000
13194139534915|1354060800000
26388279078872|1354060800000
8796093025734|1354060800000
2199023258871|1354060800000
10995116282664|1354060800000
4398046513541|1354060800000
21990232576384|1324771200000
26388279078780|1354060800000
30786325603010|1354060800000
21990232567164|1344556800000
2199023275716|1354060800000
32985348858827|1354060800000
788|1354060800000
15393162800137|1354060800000
6597069773103|1354060800000
10995116291408|1354060800000
9162|1354060800000
19791209308671|1354060800000
30786325598569|1343347200000
28587302329499|1354060800000
21990232575515|1354060800000
28587302332391|1354060800000
21990232555958|1354060800000
10995116285081|1354060800000
4398046537278|1347753600000
24189255816768|1354060800000
8796093039571|1354060800000
26388279081027|1354060800000
21990232578084|1354060800000
3722|1344297600000
30786325586902|1354060800000
26388279086220|1354060800000
30786325591815|1329264000000
28587302322515|1354060800000
21990232562820|1353024000000
6597069767226|1354060800000
4398046531017|1354060800000
13194139550219|1354060800000
28587302345416|1328140800000
6597069786834|1354060800000
4398046530911|1354060800000
19791209309658|1354060800000
2199023256452|1354060800000
17592186044568|1341619200000
17411|1354060800000
22656|1354060800000
26388279089775|1354060800000
2199023260618|1354060800000
2199023271769|1354060800000
4398046523068|1354060800000
19791209307259|1354060800000
26388279067897|1354060800000
14562|1354060800000
21990232572554|1354060800000
4234|1354060800000
21990232569770|1354060800000
2199023257284|1354060800000
