personId|tagName
26388279079203|John_Travolta
24189255837301|Alice_Cooper
21990232570930|Senegal
17592186049669|Mary_Magdalene
28587302327413|Andrew_Carnegie
19791209323216|Zambia
19791209309370|Benjamin_Britten
6597069781547|Friedrich_Engels
13194139560060|Cher
10995116281682|Mozambique
13194139538191|Ted_Kennedy
17592186058616|Whoopi_Goldberg
10995116284775|Rhodesia
32985348843072|Terry_Pratchett
26388279073429|Tupac_Shakur
30786325587216|Frank_Lloyd_Wright
13194139557813|Allen_Ginsberg
24189255824201|Joan_Baez
13194139546469|Sean_Penn
30786325600179|Ozzy_Osbourne
19791209309419|Solomon
26388279080913|George_II_of_Great_Britain
15393162797730|Philip_K._Dick
4398046516155|Andrew_Lloyd_Webber
21990232574944|Jerry_Lewis
26388279080306|Sylvester_Stallone
17592186053118|Buddy_Holly
15393162808330|D._H._Lawrence
26388279071726|Yemen
32985348854785|Anne,_Queen_of_Great_Britain
2199023256403|Oprah_Winfrey
8796093033673|Michael_Moore
